,Rooms,Distance,Bedroom2,Bathroom,Car,BuildingArea,Lattitude,Longtitude,Age,Price
1046,4,7.8,3,1,1,164.0,-37.7555,144.9658,108,145000
1047,3,7.8,3,1,1,109.0,-37.7416,144.9582,103,860000
1048,2,7.8,2,1,1,101.0,-37.7508,144.9608,128,953000
1049,2,7.8,2,1,1,93.0,-37.7429,144.952,118,735000
1050,3,7.8,3,1,1,125.0,-37.735,144.9581,98,947000
1051,2,7.8,2,1,1,74.0,-37.7405,144.9644,48,500000
1052,2,7.8,2,1,1,62.0,-37.7527,144.9522,38,466000
1053,3,7.8,3,2,1,164.0,-37.7546,144.9713,4,740000
1054,3,7.8,3,1,1,130.0,-37.7561,144.9718,88,812000
1055,3,7.8,3,1,0,124.0,-37.7561,144.9716,88,766000
1056,3,7.8,2,1,1,118.0,-37.7561,144.9715,108,825000
1057,4,7.8,4,2,2,300.0,-37.7359,144.9711,17,1131000
1058,3,7.8,3,2,1,178.0,-37.7478,144.9583,78,1064000
1059,3,7.8,3,1,1,125.0,-37.7544,144.9764,93,1210000
1060,2,7.8,2,1,1,80.0,-37.7405,144.9644,53,434000
1061,2,7.8,2,1,1,107.0,-37.7422,144.9606,6,653000
1062,3,7.8,3,1,2,109.0,-37.7403,144.9491,23,640000
1063,3,7.8,3,1,2,127.0,-37.7379,144.9623,98,1130000
1064,3,7.8,3,2,1,110.0,-37.7517,144.963,24,763000
1065,2,7.8,2,1,1,94.0,-37.7484,144.9521,108,903000
1066,3,7.8,3,1,1,117.0,-37.75,144.9695,48,1000000
1067,4,7.8,3,2,4,256.0,-37.7529,144.9534,12,1742000
1068,4,7.8,4,1,1,125.0,-37.7525,144.94799999999998,93,865000
1069,2,7.8,2,2,1,96.0,-37.7367,144.9701,138,485000
1070,3,7.8,3,2,3,156.0,-37.7464,144.959,88,1278000
1071,3,7.8,3,2,2,109.0,-37.7458,144.9751,5,590000
1072,4,7.8,4,3,1,146.0,-37.7501,144.96200000000002,98,1136000
1073,2,7.8,2,1,1,95.0,-37.7516,144.9623,4,635000
1074,4,7.8,4,1,1,189.0,-37.7432,144.9481,48,1400000
1075,3,7.8,3,2,0,230.0,-37.7471,144.9579,88,1260000
1076,3,7.8,3,1,3,98.0,-37.734,144.9603,98,841000
1077,2,7.8,2,1,1,73.0,-37.7435,144.9563,43,537500
1078,2,7.8,2,1,1,100.0,-37.7379,144.9617,11,598000
1079,3,7.8,3,2,1,180.0,-37.7481,144.9663,12,1120000
1080,3,7.8,3,1,1,100.0,-37.735,144.9558,38,870000
1081,3,7.8,2,1,2,72.0,-37.7448,144.9478,98,680000
1082,3,7.8,3,1,2,131.0,-37.7459,144.9773,98,825000
1083,3,7.8,3,1,0,131.0,-37.7539,144.9612,118,725000
1084,4,7.8,4,3,1,249.0,-37.7537,144.9766,118,1250000
1085,2,7.8,2,1,3,89.0,-37.7505,144.9725,78,1008000
1086,4,7.8,4,1,1,142.0,-37.7537,144.9532,88,990000
1087,2,7.8,2,1,1,72.0,-37.751999999999995,144.954,48,451000
1088,2,7.8,2,2,3,149.0,-37.7404,144.9559,98,635000
1089,5,7.8,5,2,4,286.0,-37.7492,144.969,33,1020000
1090,3,7.8,3,1,3,112.0,-37.7408,144.9558,68,1025000
1091,3,7.8,3,1,1,102.0,-37.7406,144.9555,18,700000
1092,3,7.8,3,1,3,80.0,-37.7382,144.9563,73,1130000
1093,4,7.8,4,1,4,187.0,-37.7473,144.9528,93,1075000
1094,3,7.8,3,1,1,95.0,-37.736,144.9665,42,600000
1095,4,7.8,4,2,2,205.0,-37.7456,144.9469,88,1150000
1096,2,7.8,2,1,2,70.0,-37.7474,144.9608,48,515000
1097,2,7.8,2,1,1,69.0,-37.747,144.9515,43,472000
1098,2,7.8,2,1,1,107.0,-37.7445,144.9471,78,901000
1099,2,7.8,2,1,1,13.0,-37.7519,144.9721,49,605000
1100,3,7.8,3,1,1,140.0,-37.7454,144.9487,23,687000
1101,4,7.8,4,2,2,203.0,-37.748000000000005,144.9602,22,975000
1102,3,7.8,3,1,1,130.0,-37.7493,144.97799999999998,88,1370000
1103,2,7.8,2,1,2,92.0,-37.74,144.9516,93,700000
1104,3,7.8,3,2,1,131.0,-37.7461,144.9584,8,810000
1105,4,7.8,4,1,1,147.0,-37.7369,144.9637,58,838000
1106,4,7.8,4,1,2,164.0,-37.7531,144.9504,28,1150000
1107,4,7.8,3,1,1,160.0,-37.7432,144.9768,98,931000
1108,1,7.8,1,1,1,62.0,-37.7463,144.9635,42,241000
1109,2,7.8,2,1,1,114.0,-37.7493,144.97,108,981000
1110,2,7.8,2,1,1,86.0,-37.7367,144.9701,118,570000
1111,2,7.8,2,1,1,70.0,-37.7424,144.961,48,500000
1112,3,9.2,3,1,0,98.0,-37.7305,144.9803,68,655000
1113,3,9.2,3,1,1,120.0,-37.7297,144.9645,6,631000
1114,2,9.2,2,1,1,105.0,-37.7295,144.9641,8,600000
1115,3,9.2,3,2,2,120.0,-37.7308,144.9832,8,715000
1116,3,9.2,3,1,2,115.0,-37.7283,144.969,68,864000
1117,3,9.2,3,1,2,108.0,-37.7201,144.9696,68,700000
1118,2,9.2,2,1,1,86.0,-37.721,144.9527,10,591000
1119,3,9.2,2,1,3,145.0,-37.7205,144.9659,68,860000
1120,2,9.2,2,1,2,116.0,-37.723,144.96,93,765000
1121,3,9.2,3,1,2,138.0,-37.7307,144.9826,4,625000
1122,2,9.2,2,1,3,90.0,-37.732,144.9832,78,745000
1123,4,9.2,4,3,2,258.0,-37.7266,144.9823,2,1050000
1124,2,9.2,2,1,2,107.0,-37.7297,144.9654,58,935000
1125,2,9.2,2,1,4,120.0,-37.7276,144.9688,58,820000
1126,3,9.2,3,1,2,96.0,-37.7215,144.9533,68,780000
1127,3,9.2,3,2,3,129.0,-37.7305,144.9605,68,707000
1128,3,9.2,3,1,4,97.0,-37.7323,144.9833,68,637000
1129,4,9.2,4,2,2,231.0,-37.7308,144.9836,5,950000
1130,3,9.2,3,2,3,134.0,-37.734,144.9728,48,860000
1131,5,9.2,5,3,2,37.0,-37.7302,144.9816,4,1172000
1132,3,9.2,3,1,1,95.0,-37.7351,144.9833,88,650000
1133,4,9.2,4,2,1,131.0,-37.7242,144.9612,68,792000
1134,3,9.2,3,1,2,105.0,-37.7236,144.9576,48,720000
1135,3,9.2,3,1,2,129.0,-37.7307,144.9704,58,970000
1136,2,1.6,2,1,1,70.0,-37.7974,144.9915,118,890000
1137,2,1.6,2,1,1,129.0,-37.8042,144.9845,118,1260000
1138,2,1.6,2,1,1,122.0,-37.8042,144.9845,188,855000
1139,3,1.6,3,2,2,151.0,-37.8083,144.9908,18,1125000
1140,2,1.6,2,1,1,97.0,-37.8035,144.985,138,910000
1141,1,1.6,1,1,1,53.0,-37.802,144.9848,18,452000
1142,1,1.6,1,1,1,62.0,-37.809,144.9911,13,415000
1143,1,1.6,1,1,1,65.0,-37.809,144.9911,13,372000
1144,3,1.6,3,2,1,190.0,-37.8032,144.9842,5,1326000
1145,2,1.6,2,2,1,153.0,-37.8042,144.9845,98,1230000
1146,2,1.6,2,1,0,80.0,-37.7953,144.9882,128,855000
1147,1,1.6,1,1,1,49.0,-37.796,144.9911,48,457000
1148,3,1.6,3,2,1,82.0,-37.7961,144.9873,23,897500
1149,2,1.6,3,1,1,112.0,-37.7985,144.9883,98,1265000
1150,3,1.6,3,1,0,104.0,-37.7948,144.9875,138,1075000
1151,1,1.6,1,1,1,44.0,-37.796,144.9911,48,366000
1152,2,1.6,2,1,0,107.0,-37.7964,144.9923,118,981000
1153,2,1.6,2,1,1,92.0,-37.8035,144.985,118,683000
1154,2,1.6,2,1,2,86.0,-37.7962,144.9887,138,1000000
1155,3,1.6,3,2,1,82.0,-37.7961,144.9874,18,887500
1156,2,1.6,2,2,1,88.0,-37.7954,144.9868,8,713500
1157,3,1.6,2,2,2,159.0,-37.8042,144.9845,98,1500000
1158,2,1.6,2,1,1,60.0,-37.8046,144.984,16,672000
1159,2,1.6,2,1,1,91.0,-37.8026,144.9848,118,800000
1160,2,1.6,4,1,3,2.0,-37.8046,144.9858,128,1645000
1161,2,1.6,2,2,1,114.0,-37.8035,144.985,98,860000
1162,3,13.9,3,1,4,123.0,-37.7942,145.1218,48,1403000
1163,3,13.9,3,1,1,115.0,-37.7912,145.1248,48,1450000
1164,4,13.9,4,1,2,138.0,-37.7827,145.1358,43,1396000
1165,3,13.9,3,2,2,173.0,-37.781,145.1036,48,1125000
1166,3,13.9,3,2,2,119.0,-37.7862,145.1235,11,700000
1167,4,13.9,4,2,2,176.0,-37.794000000000004,145.1178,11,1152000
1168,4,13.9,3,2,2,218.0,-37.7869,145.1183,58,1868000
1169,4,13.9,4,2,2,194.0,-37.7815,145.1279,23,1050000
1170,3,13.9,3,2,2,135.0,-37.7929,145.1338,17,910000
1171,3,13.9,3,1,2,143.0,-37.7772,145.1157,58,1850000
1172,4,13.9,4,3,2,185.0,-37.7912,145.1127,33,1225000
1173,4,13.9,4,2,2,155.0,-37.778,145.1173,53,1316000
1174,5,13.9,5,3,2,320.0,-37.7752,145.1317,33,1400000
1175,5,13.9,5,5,2,395.0,-37.7808,145.1185,2,2168000
1176,4,13.9,4,2,2,170.0,-37.782,145.1194,48,1430000
1177,3,13.9,3,2,1,109.0,-37.7776,145.1267,32,772000
1178,4,13.9,4,2,2,170.0,-37.7939,145.1392,43,1468000
1179,4,13.9,3,1,1,105.0,-37.7743,145.1093,48,753000
1180,3,13.9,3,2,2,106.0,-37.7863,145.106,5,746000
1181,3,13.9,3,2,2,140.0,-37.7892,145.131,58,1485000
1182,3,13.9,3,1,1,140.0,-37.7816,145.1066,58,1190000
1183,3,13.9,2,2,2,150.0,-37.792,145.1077,5,900000
1184,3,13.9,3,2,1,150.0,-37.7813,145.1318,53,1250000
1185,3,13.9,3,1,1,100.0,-37.7848,145.1029,58,1030000
1186,4,13.9,4,2,2,160.0,-37.7888,145.138,20,985000
1187,3,13.9,3,1,2,119.0,-37.7827,145.1051,48,1300000
1188,4,13.9,4,3,2,160.0,-37.7795,145.1294,49,1462500
1189,3,13.9,3,2,2,195.0,-37.7902,145.1344,48,1250000
1190,4,13.9,4,3,2,305.0,-37.7856,145.1088,48,1460800
1191,3,13.9,3,2,2,129.0,-37.7798,145.1368,38,1152500
1192,5,13.9,5,4,2,429.0,-37.7863,145.1105,11,1650000
1193,3,13.9,3,1,1,175.0,-37.7934,145.1207,53,1391000
1194,2,13.9,2,1,1,68.0,-37.7887,145.1436,43,452000
1195,3,13.9,3,2,2,175.0,-37.7881,145.1371,6,1102200
1196,4,13.9,4,3,2,261.0,-37.7785,145.1212,48,1401000
1197,4,13.9,4,3,3,306.0,-37.7739,145.1287,16,1782000
1198,4,13.9,4,3,2,275.0,-37.7954,145.1379,8,1520000
1199,3,13.9,3,2,2,163.0,-37.7901,145.1341,17,878000
1200,4,13.9,4,2,2,160.0,-37.7932,145.1275,9,973500
1201,3,13.9,3,1,2,120.0,-37.7749,145.1138,17,751800
1202,3,13.9,3,2,2,169.0,-37.7765,145.11700000000002,58,1100000
1203,3,13.9,3,2,2,150.0,-37.7794,145.1224,53,1202000
1204,3,13.9,3,1,2,132.0,-37.7894,145.1333,58,1362000
1205,4,13.9,4,2,4,240.0,-37.7781,145.1337,48,1810000
1206,5,10.3,3,2,2,225.0,-37.7674,145.0518,93,1901000
1207,4,10.3,4,3,2,327.0,-37.7594,145.0594,78,1650000
1208,3,10.3,3,1,2,180.0,-37.7666,145.0591,63,1816000
1209,2,10.3,2,1,1,70.0,-37.7612,145.0663,48,525000
1210,4,10.3,4,3,2,290.0,-37.7615,145.0705,68,2050000
1211,5,10.3,5,2,1,236.0,-37.7659,145.0585,88,1930000
1212,4,10.3,3,2,3,322.0,-37.7612,145.0676,81,2600000
1213,2,10.3,2,1,1,95.0,-37.7669,145.0521,48,600000
1214,3,10.3,3,1,1,136.0,-37.7618,145.0649,58,1601000
1215,3,10.3,3,2,1,300.0,-37.7585,145.0568,30,1100000
1216,4,10.3,4,2,2,478.0,-37.769,145.0616,48,2550000
1217,3,10.3,3,2,2,148.0,-37.7623,145.0569,43,1190000
1218,4,10.3,4,3,2,245.0,-37.765,145.0646,78,2012000
1219,4,10.3,4,3,2,291.0,-37.7652,145.0687,58,2309000
1220,2,8.5,2,1,2,110.0,-37.8845,144.999,78,900000
1221,3,8.5,3,2,2,181.0,-37.8912,145.0138,98,1625000
1222,4,8.5,4,2,0,159.0,-37.8852,144.9997,108,1100000
1223,3,8.5,3,2,1,173.0,-37.8885,145.0133,113,1755000
1224,4,8.5,4,1,1,150.0,-37.8916,145.0123,108,1400000
1225,3,8.5,3,2,2,123.0,-37.8922,145.0112,28,1240000
1226,2,8.5,2,1,1,62.0,-37.8857,145.0136,10,591000
1227,2,8.5,2,1,1,79.0,-37.8838,145.0095,48,537000
1228,3,8.5,3,2,2,112.0,-37.8847,144.9992,8,800000
1229,3,8.5,3,1,2,119.0,-37.8859,144.9994,118,965000
1230,2,8.5,2,2,2,137.0,-37.8887,145.0046,7,1160000
1231,3,8.5,3,2,2,3.0,-37.8858,145.0012,16,820000
1232,4,8.5,4,2,2,184.0,-37.883,145.0043,138,2600000
1233,3,8.5,3,2,2,125.0,-37.8961,145.0125,18,1071000
1234,3,8.5,3,2,2,181.0,-37.8789,145.0048,113,1800000
1235,3,8.5,3,2,1,204.0,-37.8817,145.0126,110,2345000
1236,2,8.5,3,1,1,1561.0,-37.8829,145.0033,52,741000
1237,2,8.5,2,1,1,100.0,-37.8889,145.0043,88,626000
1238,4,8.5,1,3,2,185.0,-37.883,144.999,105,1650000
1239,3,8.5,3,2,2,142.0,-37.8861,145.0014,18,850000
1240,3,8.5,3,2,2,207.0,-37.8813,145.0063,118,1750000
1241,3,8.5,3,1,2,108.0,-37.8832,145.0133,103,1450000
1242,4,8.5,4,3,2,255.0,-37.8871,145.0081,88,2806000
1243,3,8.5,3,1,1,95.0,-37.8921,145.0106,48,782000
1244,4,8.5,4,2,2,200.0,-37.8855,145.001,18,1007000
1245,4,8.5,4,2,2,192.0,-37.891999999999996,145.00799999999998,101,1450000
1246,2,8.5,1,1,1,59.0,-37.8822,144.9994,12,500000
1247,4,8.5,5,3,2,273.0,-37.8897,145.00799999999998,133,2600000
1248,2,8.5,2,1,1,81.0,-37.8849,144.9993,103,895000
1249,4,8.5,3,3,2,270.0,-37.8891,145.0102,2,2050000
1250,3,8.5,3,1,1,152.0,-37.8831,145.0153,128,1605000
1251,1,7.7,1,1,1,51.0,-37.8761,144.9871,88,520000
1252,2,7.7,2,1,1,79.0,-37.8752,144.9911,48,507000
1253,2,7.7,2,1,1,83.0,-37.8802,144.9942,58,525000
1254,2,7.7,2,1,1,71.0,-37.8791,144.9923,88,750000
1255,1,7.7,1,1,1,60.0,-37.8857,144.9884,17,510000
1256,1,7.7,1,1,0,33.0,-37.8749,144.9842,88,300000
1257,3,7.7,3,2,1,126.0,-37.8829,144.9797,22,1395000
1258,2,7.7,2,1,1,85.0,-37.8725,144.9848,58,855000
1259,2,7.7,2,1,2,85.0,-37.8794,144.9938,78,790000
1260,2,7.7,2,1,1,68.0,-37.8839,144.9855,58,550000
1261,1,7.7,1,1,1,50.0,-37.8785,144.9885,53,357000
1262,2,7.7,2,1,0,92.0,-37.8778,144.9904,128,1210000
1263,2,7.7,2,1,2,86.0,-37.874,144.9819,88,825000
1264,3,7.7,3,1,0,138.0,-37.881,144.9841,98,1050000
1265,2,7.7,2,1,1,54.0,-37.8831,144.9855,48,632000
1266,1,7.7,1,1,1,43.0,-37.8831,144.9918,48,485000
1267,2,7.7,2,1,0,57.0,-37.874,144.9835,68,575000
1268,2,7.7,2,1,1,77.0,-37.8757,144.9853,48,590000
1269,3,7.7,3,2,1,119.0,-37.8789,144.9836,22,1238000
1270,2,7.7,2,1,1,62.0,-37.8831,144.9896,68,510000
1271,4,7.7,4,2,0,173.0,-37.882,144.993,108,1875000
1272,3,7.7,3,1,1,100.0,-37.8726,144.9846,58,780000
1273,3,7.7,3,2,1,122.0,-37.8843,144.9917,16,878500
1274,3,7.7,4,2,6,207.0,-37.8839,144.9831,103,3572000
1275,2,7.7,2,1,0,70.0,-37.8751,144.987,88,560000
1276,2,7.7,2,1,0,88.0,-37.8809,144.9833,78,765000
1277,2,7.7,2,2,1,84.0,-37.883,144.9916,48,670000
1278,3,7.7,3,2,1,133.0,-37.8861,144.9877,68,1625000
1279,2,7.7,2,2,1,104.0,-37.8744,144.9888,95,1122000
1280,4,7.7,4,2,2,185.0,-37.8822,144.9913,98,2400000
1281,2,7.7,2,1,1,70.0,-37.8902,144.9907,53,655000
1282,2,7.7,2,1,0,98.0,-37.875,144.991,88,684000
1283,2,7.7,2,1,1,63.0,-37.8761,144.9821,48,500000
1284,2,7.7,2,1,1,67.0,-37.8811,144.9797,88,680000
1285,2,7.7,2,1,1,75.0,-37.8715,144.9873,58,600000
1286,1,7.7,1,1,1,51.0,-37.8767,144.9849,58,370000
1287,1,7.7,1,1,1,47.0,-37.8798,144.994,58,390000
1288,2,7.7,2,1,1,70.0,-37.8817,144.984,83,630000
1289,2,7.7,2,1,0,80.0,-37.8757,144.987,78,640000
1290,2,7.7,2,2,1,110.0,-37.8818,144.9918,6,932000
1291,2,7.7,2,1,1,75.0,-37.8842,144.9829,43,645000
1292,1,7.7,1,1,1,37.0,-37.8839,144.9903,48,347000
1293,2,7.7,2,1,1,83.0,-37.8725,144.9854,88,875000
1294,2,7.7,2,1,1,65.0,-37.8895,144.9902,48,582500
1295,2,7.7,2,1,1,50.0,-37.8831,144.9855,78,570000
1296,4,7.7,3,3,0,211.0,-37.8775,144.9808,13,1875000
1297,1,7.7,1,1,1,42.0,-37.8784,144.9864,48,340000
1298,4,7.7,4,3,2,218.0,-37.8748,144.9778,118,2200000
1299,2,7.7,2,1,1,69.0,-37.8828,144.9899,88,687500
1300,2,7.7,2,1,1,85.0,-37.874,144.9903,78,730000
1301,2,7.7,2,1,0,47.0,-37.8809,144.9947,88,526000
1302,3,7.7,3,2,2,18.0,-37.8768,144.9845,8,920000
1303,3,7.7,3,2,2,162.0,-37.8747,144.987,93,1830000
1304,3,8.0,3,2,2,147.0,-37.7585,144.9317,68,1425000
1305,2,8.0,2,1,1,113.0,-37.7418,144.8977,38,660000
1306,2,8.0,2,1,1,83.0,-37.7575,144.9298,38,550000
1307,3,8.0,3,1,3,105.0,-37.7578,144.9317,88,1295000
1308,2,8.0,2,1,2,89.0,-37.7553,144.9302,28,595000
1309,3,8.0,3,2,2,98.0,-37.7454,144.8987,10,911000
1310,4,8.0,4,2,1,210.0,-37.7562,144.9286,38,900000
1311,2,8.0,2,1,1,76.0,-37.7495,144.9205,38,645000
1312,2,8.0,2,1,1,77.0,-37.758,144.9311,10,702500
1313,3,8.0,3,1,2,106.0,-37.7479,144.8931,68,960000
1314,4,8.0,4,2,1,183.0,-37.7544,144.9325,98,1670000
1315,3,8.0,3,2,1,257.0,-37.7558,144.9073,128,1100000
1316,4,8.0,3,2,2,215.0,-37.7493,144.9112,108,1800000
1317,4,8.0,3,3,2,267.0,-37.7507,144.8911,3,1250000
1318,2,8.0,2,1,1,100.0,-37.7502,144.8923,68,1130000
1319,2,8.0,2,1,3,55.0,-37.7569,144.9256,43,370000
1320,3,8.0,3,2,2,171.0,-37.7532,144.9178,118,1467000
1321,5,8.0,5,4,6,378.0,-37.7491,144.9002,13,2800000
1322,4,8.0,4,3,2,217.0,-37.7527,144.8957,3,1160000
1323,6,8.0,6,4,2,355.0,-37.7484,144.9025,88,2620000
1324,3,8.0,3,1,3,125.0,-37.7462,144.8953,63,1226000
1325,4,8.0,4,2,1,193.0,-37.7508,144.8937,78,1402000
1326,3,8.0,3,1,2,116.0,-37.7484,144.8907,68,855000
1327,4,8.0,4,2,2,160.0,-37.7513,144.8925,10,1275000
1328,4,8.0,4,3,1,272.0,-37.7418,144.8938,11,1590000
1329,2,8.0,2,1,2,93.0,-37.7598,144.9128,46,606000
1330,3,8.0,3,2,1,137.0,-37.7543,144.9318,88,1385000
1331,3,8.0,3,2,1,129.0,-37.7403,144.8989,33,650000
1332,2,8.0,2,1,1,72.0,-37.7545,144.8964,58,460000
1333,3,8.0,3,2,1,224.0,-37.7499,144.8927,5,1000000
1334,2,8.0,2,1,2,73.0,-37.7486,144.9072,43,520000
1335,3,8.0,3,1,2,142.0,-37.7418,144.8918,19,720000
1336,4,8.0,4,1,2,227.0,-37.7523,144.9052,118,1635000
1337,2,8.0,2,1,1,73.0,-37.7504,144.9138,8,485000
1338,5,8.0,5,3,2,454.0,-37.7461,144.9173,30,1575000
1339,1,8.0,1,1,1,49.0,-37.7475,144.9194,58,280000
1340,4,8.0,3,2,1,145.0,-37.7439,144.9195,98,1467000
1341,2,8.0,2,1,1,108.0,-37.7445,144.9133,68,890000
1342,2,8.0,3,1,2,120.0,-37.7555,144.9118,98,870000
1343,3,8.0,3,1,1,114.0,-37.7571,144.9335,68,1134000
1344,1,8.0,1,1,1,52.0,-37.7547,144.9107,48,320500
1345,2,8.0,2,1,2,143.0,-37.7503,144.911,58,1065000
1346,4,8.0,4,2,2,250.0,-37.7434,144.9256,8,1610000
1347,2,8.0,2,1,2,107.0,-37.7548,144.9113,28,930000
1348,2,8.0,2,1,1,68.0,-37.7461,144.9058,43,395000
1349,3,8.0,3,1,1,120.0,-37.7442,144.9045,2,1470000
1350,3,8.0,3,1,1,145.0,-37.7397,144.898,21,750000
1351,2,8.0,2,1,1,66.0,-37.7554,144.9127,48,390000
1352,4,8.0,4,2,2,180.0,-37.7465,144.91,5,1170000
1353,4,8.0,4,3,1,218.0,-37.7517,144.9086,88,1600000
1354,4,8.0,4,1,2,227.0,-37.7523,144.9052,118,1535000
1355,2,8.0,2,1,1,66.0,-37.7461,144.9079,48,435000
1356,3,8.0,3,2,1,138.0,-37.7546,144.9042,98,1460000
1357,2,8.0,2,1,1,106.0,-37.7412,144.8974,78,736000
1358,2,8.0,2,1,1,65.0,-37.745,144.915,48,450000
1359,2,8.0,2,1,1,104.0,-37.7457,144.9061,30,740000
1360,2,8.0,2,1,1,80.0,-37.7454,144.928,23,691000
1361,4,8.0,4,2,3,273.0,-37.7582,144.9128,98,2355000
1362,3,8.0,3,2,1,165.0,-37.7417,144.8961,80,1625000
1363,3,8.0,3,1,0,145.0,-37.7548,144.9315,118,1150000
1364,2,8.0,2,1,1,68.0,-37.754,144.9209,48,360000
1365,2,8.0,2,1,1,88.0,-37.7475,144.8959,24,645000
1366,1,8.0,1,1,1,125.0,-37.7523,144.9221,48,250000
1367,3,8.0,3,1,1,135.0,-37.7399,144.8964,48,872000
1368,2,8.0,2,1,1,83.0,-37.7543,144.9066,43,630000
1369,2,8.0,2,1,1,77.0,-37.7556,144.9132,48,440000
1370,5,8.0,5,3,2,284.0,-37.7548,144.9098,88,1811000
1371,3,8.0,3,2,3,190.0,-37.7524,144.9074,88,1500000
1372,3,8.0,3,1,1,132.0,-37.7442,144.9249,58,1290000
1373,3,8.0,3,1,2,700.0,-37.7566,144.9155,103,1100000
1374,4,8.0,3,2,2,266.0,-37.757,144.9251,22,1270000
1375,3,8.0,3,2,1,168.0,-37.7542,144.9117,108,1445000
1376,4,8.0,3,1,2,127.0,-37.7509,144.8922,68,1113000
1377,2,8.0,2,1,1,59.0,-37.7482,144.908,58,370000
1378,2,9.4,2,1,1,56.0,-37.7428,144.9086,43,396000
1379,2,9.4,2,1,1,59.0,-37.7389,144.8998,58,450000
1380,5,9.4,5,3,2,196.0,-37.7379,144.9022,88,1360000
1381,2,9.4,2,1,1,65.0,-37.7433,144.9074,58,340000
1382,3,9.4,3,2,1,134.0,-37.7364,144.8977,16,765000
1383,3,9.4,3,2,2,104.0,-37.7374,144.9006,9,712000
1384,3,5.8,3,2,0,144.0,-37.7723,145.0179,108,1250000
1385,3,5.8,3,1,2,110.0,-37.7828,145.0154,18,1350000
1386,2,5.8,2,1,2,92.0,-37.7689,145.0177,68,1220000
1387,4,5.8,4,2,1,145.0,-37.7735,145.0192,128,1160000
1388,2,5.8,2,1,1,70.0,-37.7755,145.0178,48,505000
1389,2,5.8,2,1,1,77.0,-37.7845,145.0105,5,602000
1390,3,5.8,3,1,1,107.0,-37.7665,145.0175,28,846000
1391,2,5.8,2,1,1,68.0,-37.7719,145.0195,48,400000
1392,2,5.8,2,1,1,56.0,-37.7782,145.0162,48,445000
1393,4,5.8,4,2,2,226.0,-37.7749,145.0242,11,1730000
1394,2,5.8,2,1,1,68.0,-37.7781,145.0157,48,510000
1395,3,5.8,3,1,4,109.0,-37.7728,145.0214,88,1350000
1396,4,5.8,4,3,2,280.0,-37.7671,145.0176,3,2000000
1397,2,5.8,2,1,1,2.0,-37.7697,145.0203,10,805000
1398,3,5.8,3,1,2,140.0,-37.7696,145.0188,68,1055000
1399,2,5.8,2,1,1,68.0,-37.7845,145.0105,4,548000
1400,3,5.8,3,1,1,126.0,-37.7714,145.0173,108,1500000
1401,2,5.8,2,1,2,75.0,-37.7732,145.0193,48,600000
1402,2,5.8,2,1,1,77.0,-37.7682,145.0209,16,545000
1403,3,5.8,3,1,1,122.0,-37.7737,145.018,108,1375000
1404,3,1.6,3,2,2,137.0,-37.8029,144.975,14,1252000
1405,2,1.6,2,1,2,71.0,-37.7941,144.9802,53,810000
1406,1,1.6,1,1,0,66.0,-37.8019,144.9821,38,947500
1407,2,1.6,2,1,0,105.0,-37.8006,144.9814,128,1460000
1408,2,1.6,2,2,2,105.0,-37.7953,144.9775,18,880000
1409,4,1.6,4,4,2,291.0,-37.8052,144.9739,164,3310000
1410,3,1.6,3,1,1,105.0,-37.7966,144.9821,128,1250000
1411,4,1.6,4,1,0,152.0,-37.7999,144.9759,128,1950000
1412,1,1.6,1,1,1,52.0,-37.7974,144.9799,7,465000
1413,4,1.6,3,2,1,165.0,-37.8004,144.9768,138,1620000
1414,3,1.6,3,2,1,115.0,-37.8005,144.9787,18,850000
1415,2,1.6,2,1,0,101.0,-37.7968,144.9781,128,1122000
1416,2,1.6,2,1,1,110.0,-37.7941,144.98,118,1300000
1417,1,1.6,1,1,1,42.0,-37.8055,144.9809,43,420000
1418,2,1.6,2,1,1,74.0,-37.7967,144.9836,118,715000
1419,2,1.6,2,2,1,138.0,-37.7956,144.9804,23,800000
1420,2,1.6,2,1,1,90.0,-37.7953,144.9775,16,710000
1421,2,1.6,2,1,1,70.0,-37.8024,144.9835,11,630000
1422,4,1.6,4,3,2,275.0,-37.7999,144.9755,128,4011000
1423,2,3.5,2,2,1,85.0,-37.7846,144.9785,8,700000
1424,2,3.5,2,1,0,70.0,-37.7927,144.9796,138,860000
1425,2,3.5,2,1,0,64.0,-37.7898,144.9794,108,870000
1426,4,3.5,4,2,1,175.0,-37.7797,144.9861,68,1450000
1427,1,3.5,1,1,1,40.0,-37.7925,144.9786,43,358500
1428,2,3.5,2,2,1,151.0,-37.7916,144.9784,113,770000
1429,2,3.5,2,1,1,77.0,-37.7833,144.9819,128,1008000
1430,3,3.5,3,2,1,145.0,-37.7912,144.9825,18,1015000
1431,3,3.5,2,1,1,128.0,-37.7835,144.9816,118,1371000
1432,3,3.5,3,1,0,116.0,-37.7779,144.9862,103,1286000
1433,3,3.5,3,3,1,129.0,-37.7829,144.9788,18,1600000
1434,4,3.5,4,2,2,216.0,-37.7786,144.9818,128,1950000
1435,4,3.5,3,2,1,175.0,-37.786,144.9864,128,3400000
1436,4,3.5,4,2,1,165.0,-37.7815,144.9869,118,1785000
1437,2,3.5,2,1,1,118.0,-37.7829,144.9782,133,1210000
1438,3,3.5,3,2,1,110.0,-37.7813,144.9834,128,1275000
1439,2,3.5,2,1,0,92.0,-37.7819,144.9824,128,1290000
